cluster	EQ1	EQ2	EQ3	EQ4	EQ5	EQ6	EW1	EW2	EW3	EW4	EW5	EW6	OQ1	OQ3	OQ4	OQ5	OW1	OW4	OW5	OW7
FEX_0000324	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	0	NA
FEX_0000325	0	0.15	0	0	NA	NA	0.3	0.76	0.05	0.2	0	0	0.08	0	NA	0.62	0	0.27	2.5	0
FEX_0000326	0	0.15	0	0	NA	NA	0.3	0.76	0.05	0.2	0	0	0.08	0	NA	0.62	0	0.27	2.5	0
FEX_0000327	20.17	0.22	0.32	0.08	0.34	0.66	8.38	10.27	11.75	NA	0.2	0	7.91	16.67	0	0.26	0	12.71	0.09	0
FEX_0000328	50.11	0	NA	0.38	NA	NA	33.33	40.06	38.64	NA	NA	0	15.62	75	NA	0.09	0	50	0	0
FEX_0000329	0.07	NA	NA	33.33	33.17	NA	20.48	35.27	NA	NA	NA	NA	0	0	NA	33.33	NA	0	NA	32.62
FEX_0000330	0	0.53	0	0.42	0	3.69	0	0.86	0.18	0	0	0	0	0.43	NA	5.81	NA	0	NA	0
FEX_0000331	0.06	NA	NA	12.5	14.28	0	11.38	13.23	0	0	NA	0	0	0.13	NA	33.33	NA	0.19	NA	14.16
FEX_0000332	NA	0.45	0	NA	NA	1.64	0	0.27	0	0.18	0.16	0	0.05	0	NA	0	0	0.2	NA	0
FEX_0000333	0.35	NA	NA	0	NA	1	0	NA	NA	0	NA	NA	NA	NA	NA	0	NA	0	NA	0
FEX_0000334	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0000336	NA	NA	NA	NA	NA	2.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000337	0.09	0.66	NA	0	NA	3.26	0.52	1.33	0	0	0	0.12	0	0	0	0	NA	0	NA	0.15
FEX_0000338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA
FEX_0000339	0.09	0	0	0	0	2.89	0.17	1	0.32	0.2	0.44	0.04	0.04	0	0.1	0.03	0	0.32	0.51	0.08
FEX_0000340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
FEX_0000341	NA	0	NA	NA	NA	NA	NA	0	0.94	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	0.74
FEX_0000342	0	0.71	0	NA	NA	1.69	NA	0.08	0.15	NA	NA	2.94	NA	0	0.09	NA	NA	0	NA	0
FEX_0000344	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0	0.1	NA	0	NA	NA	0.35
FEX_0000345	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1.31
FEX_0000346	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000349	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000352	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA
FEX_0000353	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA	0.17	NA	NA	NA	NA	NA	3.03	NA	NA
FEX_0000360	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	0	0	NA	NA	NA	0.25	0.11	NA	NA	NA
FEX_0000361	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	0	NA	0	NA	NA	NA	NA
FEX_0000362	NA	NA	0.96	NA	NA	0.94	0	0	NA	NA	NA	NA	0	0	0.18	NA	NA	0	0	0.19
FEX_0000363	NA	NA	NA	0	NA	1.27	0	0.89	0	NA	0	0	0.05	0	NA	NA	NA	0	0	0
FEX_0000364	0.61	6.51	0.26	10.04	0.06	2.06	0.32	2.41	0.16	0	8.76	0.15	0.37	9.77	25	0.33	0	3.34	0	2.54
FEX_0000365	0.08	0	0.07	0.07	0	3.16	0	0.05	0.17	0.25	0.08	0.21	0.05	0.64	0.19	0	0.56	0.38	0.29	0
FEX_0000366	0	NA	0	NA	NA	3.86	0	0	0	NA	NA	0.39	0.02	0.22	0	NA	0.31	NA	NA	0
FEX_0000367	0.46	0.11	0.12	0.26	0.16	1	0.08	0.46	0.25	0.1	0.52	0.3	0.18	0.03	0.02	0.03	0.08	0.46	0.81	0.11
FEX_0000368	0.46	0.11	0.12	0.26	0.16	1	0.08	0.46	0.25	0.1	0.52	0.3	0.18	0.03	0.02	0.03	0.08	0.46	0.81	0.11
FEX_0000369	0.15	0.29	0	0.4	NA	0.87	0.32	0	0.28	0	0	0	0.07	0	0.04	0.16	0.02	0.06	NA	6.96
FEX_0000370	NA	0.32	0.78	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000371	0.16	0.22	0.17	0.45	0.21	1.58	0.19	0.21	0.32	2.07	1.32	0.27	0.17	0.7	1.75	0.11	0.08	1.45	0.22	0.79
FEX_0000372	0	NA	0	0.67	NA	2.34	0	1.76	0.33	NA	1.43	0.4	NA	0.25	0	0.11	NA	0	0.1	0
FEX_0000373	0.13	0.08	0.02	0	0.11	1.5	0.09	0.12	0.24	0.58	0.05	0.17	0.22	0.01	33.81	0.1	0.04	0.26	0.08	2.68
FEX_0000374	0.16	0.3	0.09	0	NA	NA	0.82	0.25	0.17	0.28	0.85	1.05	0.04	0	0.03	0.05	0.05	10.01	0.05	0.52
FEX_0000375	NA	NA	0	NA	NA	NA	0	0	0	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	0.03
FEX_0000376	0.06	0	0	0.28	NA	1.38	0	0.13	0.43	0.28	0	0	0.11	0.06	0	0.13	0.11	0.41	0.25	0.21
FEX_0000377	0.22	0.31	0.08	0.17	NA	3.12	0	0.25	0.27	0	0.13	0.27	0.06	40	NA	0	0	0.44	0.05	0.02
FEX_0000378	0	0.09	0.57	0	NA	1.23	0.38	0	0.36	0	0.17	0.23	0.02	0	0.03	NA	NA	0.9	0	1.12
FEX_0000379	0.22	0.31	0.08	0.17	NA	3.12	0	0.25	0.27	0	0.13	0.27	0.06	40	NA	0	0	0.44	0.05	0.02
FEX_0000380	5.23	34.08	33.09	0	NA	3.57	16.67	0	2.43	32.8	NA	0.19	0	0	0	0.28	0.09	NA	0	10
FEX_0000381	NA	34.08	33.09	NA	NA	10.71	33.33	0	16.5	97.87	NA	NA	0	0	0	0	0.09	NA	NA	25
FEX_0000382	0.31	0.3	0.54	0.07	0.19	2.02	0	0.09	0.28	0.06	0.49	0.12	0.04	0.02	0	0.06	0.03	0.33	0.31	0.24
FEX_0000383	0.31	0.3	0.54	0.07	0.19	2.02	0	0.09	0.28	0.06	0.49	0.12	0.04	0.02	0	0.06	0.03	0.33	0.31	0.24
FEX_0000384	0.15	0.62	0	NA	0	1	0	0.16	0	0	1.25	0	0.09	0	0.01	0.03	0.03	0	0.36	0.84
FEX_0000385	0.15	0.62	0	NA	0	1	0	0.16	0	0	1.25	0	0.09	0	0.01	0.03	0.03	0	0.36	0.84
FEX_0000386	0.26	0.19	0.37	0.74	0.12	2.12	0.11	0.3	0.36	0.23	0.24	0.35	0.14	0.02	0.02	0.03	0.04	0.13	0.18	0.57
FEX_0000387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA
FEX_0000389	NA	NA	NA	0	NA	NA	0	0.27	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA
FEX_0000390	0.09	0.16	0.63	0	0	51.52	0.75	50	0.06	0	50.21	0	0.19	0.22	NA	0	0.07	0	0.03	16.69
FEX_0000391	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	0
FEX_0000392	0.33	0.59	0.08	0.72	0.32	4.98	0.33	0.16	0.32	0.49	0.16	0.18	0.5	0.02	0.03	0.26	0.05	0.14	0.28	0.53
FEX_0000393	0.33	0.53	0.59	3.18	0.04	1.09	0.13	0.19	0.14	0	0.53	0.81	0.12	0.01	0.09	0	0.09	0.04	0.18	0.24
FEX_0000395	NA	0	NA	0.07	0	2.27	0	0	0	0	NA	NA	0	0	0	0	0	NA	0	0
FEX_0000396	NA	0	NA	0.07	0	2.27	0	0	0	0	NA	NA	0	0	0	0	0	NA	0	0
FEX_0000398	0	0	0.25	NA	NA	1.82	0.31	0.13	0.8	NA	0	0.22	0.96	0.25	0	0.1	0.14	0	0	0
FEX_0000399	0	0	0.25	NA	NA	1.82	0.31	0.13	0.8	NA	0	0.22	0.96	0.25	0	0.1	0.14	0	0	0
FEX_0000400	NA	0	NA	0.14	NA	2.41	NA	0.19	NA	NA	0.2	NA	0	0	NA	NA	0	NA	NA	0.45
FEX_0000401	0.02	0.07	5.26	0.62	0	1.51	0.26	0.17	0	NA	13.63	0.55	0.49	0	0	NA	NA	0	NA	0
FEX_0000402	NA	NA	0.17	NA	NA	0.98	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA
FEX_0000403	NA	0.13	NA	1.08	NA	2.41	NA	0.12	0.45	NA	0.21	0	0	0	NA	NA	0.34	NA	NA	0.22
FEX_0000404	0	0	NA	3.57	NA	NA	0.1	1.67	0	NA	NA	NA	0	0	NA	NA	0	0	NA	1.96
FEX_0000405	0	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0.08	NA	NA	0
FEX_0000406	0	0	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	0	NA	NA	0.08	NA	NA	0
FEX_0000407	0.08	0.22	0.18	0.16	0	0.88	0.28	0	0.42	0.25	1.09	0.21	0.19	0	0.22	0	0	0.23	0	0.18
FEX_0000408	0.08	0	0.24	0.41	NA	2.19	0	0.74	0.15	0.09	0.43	0.37	0.28	0	NA	0	0	0.3	0.13	0
FEX_0000409	NA	0	100	100	NA	NA	0	0	0	0	0	NA	0.38	0	NA	0	NA	0.24	100	40.12
FEX_0000410	NA	0	NA	NA	NA	NA	0	0	NA	0	0	NA	0.38	0	NA	0	NA	0.24	100	25.14
FEX_0000411	NA	0	0.14	NA	0	NA	0.03	0.38	0.21	NA	0	0.82	0.04	0	0.09	0	0	0.1	NA	0.14
FEX_0000412	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA
FEX_0000413	0	NA	NA	0	NA	NA	NA	0.76	3.57	NA	NA	0.48	0	0	NA	NA	0	NA	NA	NA
FEX_0000414	0	NA	NA	0	NA	NA	0	1.2	1.83	0	NA	0.45	0	0	NA	NA	0	0	NA	0
FEX_0000415	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000416	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000418	NA	NA	NA	NA	NA	2.22	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA
FEX_0000420	0.14	0.07	0	NA	NA	7.57	0	0	4.67	0	NA	NA	NA	0	0	0	0	NA	0.14	NA
FEX_0000422	NA	0	0.09	0	NA	NA	0	0	NA	0.06	1.39	0	NA	0	0.36	NA	0.09	0	0.33	0
FEX_0000423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.28
FEX_0000424	NA	NA	NA	NA	NA	2.8	0	NA	NA	NA	0.98	NA	NA	0	NA	NA	NA	NA	NA	NA
FEX_0000425	NA	0	0	0.26	NA	NA	0	0.2	0.1	0.16	1.47	NA	7.8	0	NA	0.05	0	0.79	0.25	0
FEX_0000426	0	0	0	0.1	0	0	0.17	0	0	0	0	0	0.08	0	NA	0.11	0	0	0	0.68
FEX_0000427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	0.5	NA	NA
FEX_0000428	NA	NA	NA	NA	NA	NA	0	0.74	NA	NA	0.26	1.16	NA	NA	NA	NA	0	0	0.1	NA
FEX_0000429	0.32	0.86	0	0.21	0.14	1	0.67	0.04	0.4	2.71	0.99	0.51	0.28	0.33	NA	0	0.07	0.06	0	0
FEX_0000430	0.32	0.86	0	0.21	0.14	1	0.67	0.04	0.4	2.71	0.99	0.51	0.28	0.33	NA	0	0.07	0.06	0	0
FEX_0000431	0.21	NA	NA	0.37	0.15	1.15	0.2	0.28	0	NA	NA	0	0.97	0	NA	0	0.13	NA	0	0.37
FEX_0000432	0	0.17	0.08	0	0.04	2.37	0.78	0.12	0.11	0.18	0.3	0.26	0.44	0	0	0.15	NA	0.09	0	0.02
FEX_0000433	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	66.67	NA	NA	NA	NA	NA	NA
FEX_0000434	0	0.17	NA	0	NA	1.42	1.04	0.1	0.06	NA	0.13	0.09	0.26	0.01	0	0.04	0.02	0.55	0.28	0.07
FEX_0000435	0	NA	NA	NA	NA	3.16	0.91	0	0.47	NA	0.67	0	NA	0	NA	0	NA	1.19	0.53	0
FEX_0000436	0.15	0.27	0	0	NA	3.57	0	0.3	0.42	0	0.27	0.5	0.05	0	0	0	0	0.23	0.16	0
FEX_0000437	1.27	0.45	0.16	0.49	0.19	1.56	0.12	0.91	0.32	1.31	1.64	0.43	0.27	0.04	0.04	0.07	0.11	0.29	0.2	0.36
FEX_0000438	0	0	NA	0	0	NA	0.66	0.85	0.62	0	NA	0	0.81	0	NA	NA	NA	0	0.19	0.27
FEX_0000439	NA	0.98	0.32	0	0.12	1.41	0	0.48	0.51	15.82	0.56	0.22	0.18	0	NA	NA	NA	0.28	0.18	0.09
FEX_0000440	0.08	0.09	0	0.13	NA	0.84	0.2	5.79	0.21	0.19	0.57	0.3	0.39	0.09	NA	0.16	NA	0.26	NA	0.31
FEX_0000441	0	NA	0	0.2	NA	1.15	0.03	0	0.41	0.2	0.22	0	1.13	0.08	NA	0.11	0.1	0.95	0.44	0.28
FEX_0000442	0	NA	0.22	0	0.16	1.57	0.16	0	0.17	1.96	NA	NA	0	NA	NA	NA	0.15	0.37	NA	0
FEX_0000443	0.08	0	0.1	0.11	0.06	1.23	0.07	0.23	0.06	3.95	0.53	0.16	0.84	0.56	0.12	0.37	0.12	0.18	0.17	0.22
FEX_0000444	0	NA	0	0.91	NA	NA	0.27	0.2	0.12	24.01	NA	0.18	3.26	0	NA	NA	NA	0	0	0
FEX_0000445	0	0	NA	0	NA	1.37	0	0.15	0	0.12	0	0	0.22	1.43	0	0.58	0.15	0.45	0	0.31
FEX_0000446	NA	NA	0.23	NA	NA	3.12	0	0	NA	NA	NA	0.44	0.09	0.3	NA	0.06	0.14	1.41	NA	0
FEX_0000447	0.11	0.31	0.12	1.3	0.16	1.17	0.12	0.22	1.2	0	0.37	0.47	0.29	0.24	0	0	0.07	0.43	0.14	0.21
FEX_0000448	NA	0	NA	NA	NA	NA	0	0	NA	NA	NA	0	NA	0	NA	NA	NA	NA	0.88	0
FEX_0000450	NA	NA	0.29	NA	0.51	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	0	0.04	NA	NA	0
FEX_0000454	0	NA	0	NA	0	2.02	0	0.25	0.32	0.25	0	0	0.46	NA	NA	NA	0	0.46	0	NA
FEX_0000457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA
FEX_0000458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000459	0	0	100	NA	0	NA	0	50.8	7.55	100	NA	50	0	0	NA	0	0	50	0.94	40.61
FEX_0000460	0.25	0.05	0.11	0.92	0.35	1.52	0.2	0.15	0.34	0.33	0	0.35	0.02	0.02	0.12	0.14	0.09	0.04	0.1	0.06
FEX_0000461	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.12	NA	NA	NA
FEX_0000463	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000464	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000466	NA	NA	NA	0.42	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0000468	NA	NA	NA	NA	NA	NA	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000469	0.15	0.16	NA	0.22	0.11	1.45	0.24	0.26	0.03	0.52	0.24	0.05	0.33	0	0.09	0	0	0.78	0.02	0.17
FEX_0000470	0.11	0.16	0.38	0.47	0.42	2.73	0	0.11	0.18	0.07	2.07	0.27	0.11	0	NA	0.03	0.15	0.24	0.17	0
FEX_0000471	0.11	0.16	0.38	0.47	0.42	2.73	0	0.11	0.18	0.07	2.07	0.27	0.11	0	NA	0.03	0.15	0.24	0.17	0
FEX_0000472	0.34	0.18	0	0	NA	1.73	0	NA	0.18	NA	0.38	NA	0.08	0	NA	0.11	0	NA	NA	0
FEX_0000473	0.34	0.18	0	0	NA	1.73	0	NA	0.18	NA	0.38	NA	0.08	0	NA	0.11	0	NA	NA	0
FEX_0000474	0.05	0.63	0.23	0	NA	0	0	0.28	NA	0	1.43	0.14	0.05	0	0	0.06	NA	0	0.1	0
FEX_0000475	99.18	100	100	NA	99.57	1.77	0.95	49.89	0	NA	NA	97.62	100	75	0	100	0	NA	0	0
FEX_0000478	0.29	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	1.76	50	NA	NA	NA	NA	0	0.47	0.56
FEX_0000479	100	NA	NA	NA	NA	NA	50	50	100	96.43	NA	100	0	100	99.49	NA	NA	100	NA	4.35
FEX_0000480	100	NA	NA	NA	NA	NA	50	50	100	96.43	NA	100	0	100	99.49	NA	NA	100	NA	4.35
FEX_0000481	0	0	1	NA	NA	7.14	0	NA	0.24	0	0	0	NA	0	0	NA	0	NA	0	0
FEX_0000482	0	0	NA	NA	NA	NA	0	NA	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
FEX_0000483	0.08	25	10.02	66.23	NA	3.12	6.73	7.83	0.14	NA	0	28.76	3.51	16.25	22.49	12.5	7.76	0.14	0	13.84
FEX_0000484	0.37	0.25	0.22	0	NA	1.44	0.12	0.29	0.35	0	0.34	0.13	0.36	0.02	0	0.37	0	0.08	0.06	0.17
FEX_0000485	NA	0.27	0	0	NA	NA	0.19	0.49	0.34	0	NA	0	0	0	0	0.93	0	0.07	0.1	0.31
FEX_0000486	NA	0	NA	1.39	NA	NA	1.08	NA	0.55	NA	NA	0	0.23	NA	NA	0	NA	NA	0	0
FEX_0000487	NA	0	NA	1.39	NA	NA	1.08	NA	0.55	NA	NA	0	0.23	NA	NA	0	NA	NA	0	0
FEX_0000488	0.1	0.07	0.23	0.04	0.15	0.83	0.27	0.32	0.19	0.51	0.45	0.37	0.5	0.03	0.06	0.1	0.03	0.15	0.13	0.32
FEX_0000489	0.78	0	NA	NA	NA	3.6	0	0.4	0.09	NA	NA	1.27	0.7	0	NA	0	0	0.09	NA	0.61
FEX_0000491	NA	0	0.57	NA	NA	0	0	0.38	0.81	0	NA	NA	0.28	NA	NA	NA	NA	NA	NA	0
FEX_0000492	0	0.27	0	0.56	NA	0.75	0	1.19	0.97	0	0.66	0	0.24	0	NA	NA	0.07	NA	0.22	0.59
FEX_0000493	0.18	0.59	0.4	0.08	NA	1.29	0.25	0.29	0.14	0.38	0.11	0	0.29	0.01	0.02	0	0.06	0.4	0.07	0.35
FEX_0000494	0.7	0.6	0	0.58	NA	NA	0	0	NA	NA	0.31	NA	0	0	0.04	NA	0.17	NA	NA	0
FEX_0000495	NA	NA	0	0	NA	NA	0	0	0.14	NA	NA	0	NA	0	NA	0	NA	0.17	0	NA
FEX_0000496	0.07	0.59	0.6	0	NA	0.47	0.36	0.41	NA	0.38	0	NA	0.33	0.02	0	0	0	0.85	0.06	0.4
FEX_0000497	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0
FEX_0000498	0.14	0.07	0.29	4.14	0.2	2.19	0.15	0.25	0.31	0.25	0.36	0.18	0.08	0	0.02	0.06	0.11	0.39	0.26	0.24
FEX_0000499	0.21	NA	0.36	0	0	1.29	0.11	0.19	1.85	NA	0.41	0.34	0.18	0	0	0.03	0.18	0	NA	0.71
FEX_0000500	NA	100	NA	NA	100	NA	66.67	33.33	NA	0	0	34.15	NA	33.33	0.11	NA	0.1	100	NA	0
FEX_0000501	NA	NA	0	NA	NA	3.08	0	NA	0.45	NA	NA	1.06	0	0	0.11	NA	NA	NA	NA	1.85
FEX_0000502	0	0.34	0	NA	NA	3.08	0	0	0.45	NA	NA	0.75	0.23	0	NA	NA	NA	NA	NA	0.46
FEX_0000503	NA	NA	NA	0	NA	NA	0	0.59	0.11	NA	NA	1.27	NA	0	NA	0	0	0	NA	0.44
FEX_0000504	0	NA	NA	NA	NA	NA	0	0	0	NA	NA	NA	0	0	NA	NA	NA	NA	NA	0
FEX_0000505	0.12	0.54	0.09	0.31	0.14	1.98	0.22	0.66	0.45	0.15	0.35	0.2	0.15	0.44	0	0.11	0	0.25	0.1	0.88
FEX_0000506	0.07	0	NA	0.38	NA	NA	0	0	NA	0.42	1.13	NA	NA	0	NA	NA	0	0	NA	0.14
FEX_0000507	0.16	0.14	0.16	2.71	0.21	1.76	1.25	0.23	0.19	0.1	0.21	0.28	0.18	0.15	0.04	0.07	0.1	1.53	0.6	0.28
FEX_0000508	0	0	0.22	0.61	0	3.92	NA	0	0.22	0	1.4	0.58	0.24	0	0	NA	NA	0.09	0.48	0
FEX_0000509	NA	NA	NA	NA	NA	NA	0.39	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0	NA	NA
FEX_0000510	NA	NA	NA	0.31	NA	NA	0.35	0	0	0	NA	NA	0.48	0	NA	NA	NA	NA	0	1.18
FEX_0000511	0.08	1.02	0.6	0.37	6.53	1.38	0.43	0.42	0.15	0.21	0.11	3.13	0.08	0.05	0.03	0.01	0.14	0.09	0.39	0.59
FEX_0000512	NA	0.34	1	0.28	0	2.93	0	0	0	0.18	0.22	0.27	0	0	NA	0	0.04	0.33	0	0
FEX_0000513	0.77	0.13	0.26	2.08	0.06	1.13	0.61	0.2	0.16	0.12	0.4	0.24	0.19	0	0.07	0.05	0	0.07	0.22	1.11
FEX_0000514	0.19	0.22	NA	NA	0.06	1.46	1.22	0.4	0.48	0	0.45	0	0.19	NA	0.02	0.05	0	0.08	NA	0
FEX_0000516	0.13	0.04	0	0.61	0	0.38	0	0.1	0.27	NA	NA	0.4	0.14	0.02	0	0	0.09	0	0.27	0.3
FEX_0000517	0.39	0.14	0.1	0.69	NA	1.73	6.67	0.23	0.2	0.21	0.35	9.49	0.05	1.11	0	0.04	0.07	0.13	0.38	2.34
FEX_0000518	0.5	0.2	0.09	0.31	NA	3.08	6.99	0.22	0.03	0.21	0.35	10.17	0.22	1.88	NA	0.04	0.05	0.14	NA	2.76
FEX_0000519	0.11	0.08	0	1.32	0.24	3.57	0.1	0.24	0.08	0.64	0.42	0.55	0.1	0	0.06	0.13	0.05	0.26	0.02	0.13
FEX_0000520	0	33.27	0.87	0.21	0	1.36	0.43	0.18	0	NA	0.38	NA	0.25	0	NA	0.14	0	0	NA	0.13
FEX_0000521	0	NA	NA	0.21	0	1.36	0.43	0.18	0	NA	0.38	NA	0.25	0	NA	0.14	0	0	NA	0.19
FEX_0000522	NA	0.42	NA	0.44	0.12	NA	0	NA	NA	NA	2.5	0.17	0.32	0	NA	NA	NA	0	0	NA
FEX_0000523	NA	NA	NA	NA	NA	NA	NA	NA	33.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA
FEX_0000524	0	NA	NA	NA	NA	NA	100	NA	25.86	NA	NA	NA	NA	0	NA	NA	NA	0.26	NA	NA
FEX_0000525	NA	NA	NA	NA	0	NA	0	NA	0	0	NA	16.67	NA	50	NA	NA	NA	0	NA	50
FEX_0000526	0.06	0.24	0.63	0.07	NA	2.12	0	0	0	0	0	0.19	0	0.08	0	0.08	0.14	0.06	0	0
FEX_0000527	NA	NA	0	NA	NA	1.26	0	NA	NA	0	NA	0.8	NA	0	NA	NA	NA	NA	NA	0
FEX_0000528	0	0	1.04	0	0.09	6.06	1.28	0.16	0.78	0.13	0.15	0.11	0	0.25	0	0.17	0	0	0.06	0.26
FEX_0000530	NA	NA	NA	NA	NA	2.19	0	NA	NA	NA	0.62	NA	0.07	0	NA	NA	NA	NA	NA	NA
FEX_0000531	NA	NA	NA	0.65	NA	NA	NA	0	NA	NA	NA	0.49	0	NA	NA	NA	NA	NA	NA	0
FEX_0000532	0	0.25	0	0	NA	0	0	0.32	0.16	0	NA	NA	0	0	NA	0.56	NA	0.87	NA	NA
FEX_0000533	0.3	0	0	0.37	NA	NA	NA	0	0	0	0	0	0.08	NA	NA	NA	NA	0	NA	NA
FEX_0000534	0.11	0.07	0.64	0.38	0.27	1.78	0.21	0.44	0.22	0.21	0.69	0.15	0.42	0.05	0.12	0.06	0.05	0.22	0.18	0.31
FEX_0000535	0.03	0.07	1.02	0.18	NA	1.05	0.23	0.48	0.11	0.27	0.15	0.1	0.36	0.1	0.11	0.06	0	0.19	0.28	0.17
FEX_0000536	0.11	0	0.4	5	0.19	2.49	0.25	0	0	NA	0.15	0.56	0.32	0	NA	0	NA	0.39	0.15	0.36
FEX_0000537	0.28	0.08	0.16	0.08	0.31	2.97	0.21	0.66	0.4	0.14	2.3	0.09	0.63	0.03	0.18	0.09	0	0.15	0	0.44
FEX_0000538	0	2.38	0.1	0.08	0.58	1.5	0.16	0.06	0.58	0	0.07	0.34	3.85	0	0.03	0.38	0.03	0.11	0	0.46
FEX_0000539	0.01	0.29	0.23	0	NA	2.48	0.25	0.16	0	0.1	0.08	0	0.05	0	0.11	0	0	0	0.06	0.38
FEX_0000540	1.22	0.04	0.17	3.66	8.34	2.16	0.52	0.3	0.14	8.89	0.06	0.38	0.1	0.1	0.06	0.1	0.1	0.24	0.11	0.12
FEX_0000541	0	NA	NA	NA	NA	NA	0	0.34	NA	0	NA	0	0.42	0	0.14	0.16	0.15	0.4	NA	0
FEX_0000543	20	50	0	NA	NA	51.47	0	0	0.22	0	NA	100	33.25	66.67	66.59	NA	99.94	0	51.28	14.58
FEX_0000544	0	0	0.12	0	0.04	1.7	0.34	0.6	0.45	0.31	0.17	0.13	0.2	1.09	25.02	19.94	0.08	0.18	0.23	0.18
FEX_0000545	NA	NA	0	0	NA	NA	1.44	NA	NA	0	NA	0	0	14.29	NA	NA	NA	0	0.4	0.69
FEX_0000546	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA	NA
FEX_0000547	8	0	0	NA	49.49	3.05	33.33	0	100	0.6	NA	45	40.25	0	NA	33.33	NA	50	0	16.23
FEX_0000548	NA	NA	NA	0	NA	NA	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	0
FEX_0000549	NA	NA	NA	NA	NA	NA	0	NA	NA	0	NA	NA	NA	NA	NA	NA	0.56	0	NA	0
FEX_0000550	0	NA	0	NA	NA	NA	NA	NA	0	NA	0	3.85	0	0	NA	NA	NA	0	NA	0
FEX_0000553	100	NA	99.76	NA	NA	100	100	NA	NA	NA	NA	NA	NA	100	NA	NA	100	NA	NA	100
